MONTH,MONTHNUM,STATE,PERIOD,SEASON,CROP,Generic.Name
Nov,11,Uttarakhand,Sowing,,Mustard/ Karan rai,Mustard
Feb,2,Andhra Pradesh,Harvesting,,Mustard/ Banarasi Rai,Mustard
Mar,3,Andhra Pradesh,Harvesting,,Mustard/ Banarasi Rai,Mustard
Mar,3,Punjab,Harvesting,,Karan rai,Mustard
Apr,4,Punjab,Harvesting,,Karan rai,Mustard
Mar,3,Uttarakhand,Harvesting,,Mustard/ Karan rai,Mustard
Jan,1,Madhya Pradesh,Harvesting,kharif,cotton,
Jan,1,Maharashtra,Harvesting,kharif,cotton,
Jan,1,Odisha,Harvesting,kharif,cotton,
Nov,11,Punjab,Harvesting,kharif,cotton,
Dec,12,Punjab,Harvesting,kharif,cotton,
Jun,6,West Bengal,Harvesting,kharif,cotton,
Jul,7,West Bengal,Harvesting,kharif,cotton,
Aug,8,West Bengal,Harvesting,kharif,cotton,
Aug,8,Tamil Nadu,Sowing,kharif,cotton,
Sep,9,Tamil Nadu,Sowing,kharif,cotton,
Feb,2,Tamil Nadu,Harvesting,kharif,cotton,
Mar,3,Tamil Nadu,Harvesting,kharif,cotton,
Apr,4,Tamil Nadu,Harvesting,kharif,cotton,
Apr,4,All India,Sowing,kharif,cotton,
May,5,All India,Sowing,kharif,cotton,
Jun,6,All India,Sowing,kharif,cotton,
Jul,7,All India,Sowing,kharif,cotton,
Sep,9,All India,Harvesting,kharif,cotton,
Oct,10,All India,Harvesting,kharif,cotton,
Nov,11,All India,Harvesting,kharif,cotton,
Dec,12,All India,Harvesting,kharif,cotton,
Oct,10,Uttar Pradesh,Harvesting,kharif,maize,Maize
Jun,6,West Bengal,Sowing,kharif,maize,Maize
Sep,9,West Bengal,Harvesting,kharif,maize,Maize
Oct,10,West Bengal,Harvesting,kharif,maize,Maize
Jun,6,Tamil Nadu,Sowing,kharif,maize,Maize
Jul,7,Tamil Nadu,Sowing,kharif,maize,Maize
Oct,10,Tamil Nadu,Harvesting,kharif,maize,Maize
May,5,All India,Sowing,kharif,maize,Maize
Jun,6,All India,Sowing,kharif,maize,Maize
Jul,7,All India,Sowing,kharif,maize,Maize
Aug,8,All India,Sowing,kharif,maize,Maize
Sep,9,All India,Harvesting,kharif,maize,Maize
Oct,10,All India,Harvesting,kharif,maize,Maize
Nov,11,All India,Harvesting,kharif,maize,Maize
Sep,9,Tamil Nadu,Sowing,rabi,maize,Maize
Oct,10,Tamil Nadu,Sowing,rabi,maize,Maize
Jan,1,Tamil Nadu,Harvesting,rabi,maize,Maize
Sep,9,All India,Sowing,rabi,maize,Maize
Oct,10,All India,Sowing,rabi,maize,Maize
Nov,11,All India,Sowing,rabi,maize,Maize
Dec,12,All India,Sowing,rabi,maize,Maize
Jan,1,All India,Sowing,rabi,maize,Maize
Jan,1,All India,Harvesting,rabi,maize,Maize
Feb,2,All India,Harvesting,rabi,maize,Maize
Mar,3,All India,Harvesting,rabi,maize,Maize
Apr,4,All India,Harvesting,rabi,maize,Maize
May,5,All India,Harvesting,rabi,maize,Maize
May,5,Tamil Nadu,Sowing,kharif,paddy,Rice
Jun,6,Tamil Nadu,Sowing,kharif,paddy,Rice
Sep,9,Tamil Nadu,Harvesting,kharif,paddy,Rice
Oct,10,Tamil Nadu,Harvesting,kharif,paddy,Rice
Jun,6,Telangana,Sowing,kharif,paddy,Rice
Jul,7,Telangana,Sowing,kharif,paddy,Rice
Nov,11,Telangana,Harvesting,kharif,paddy,Rice
Dec,12,Telangana,Harvesting,kharif,paddy,Rice
Sep,9,Tamil Nadu,Sowing,rabi,paddy,Rice
Oct,10,Tamil Nadu,Sowing,rabi,paddy,Rice
Jan,1,Tamil Nadu,Harvesting,rabi,paddy,Rice
Feb,2,Tamil Nadu,Harvesting,rabi,paddy,Rice
Nov,11,Telangana,Sowing,rabi,paddy,Rice
Dec,12,Telangana,Sowing,rabi,paddy,Rice
Mar,3,Telangana,Harvesting,rabi,paddy,Rice
Apr,4,Telangana,Harvesting,rabi,paddy,Rice
Jan,1,Tamil Nadu,Sowing,summer,paddy,Rice
Feb,2,Tamil Nadu,Sowing,summer,paddy,Rice
May,5,Tamil Nadu,Harvesting,summer,paddy,Rice
Jun,6,Tamil Nadu,Harvesting,summer,paddy,Rice
Sep,9,Haryana,Harvesting,kharif,bajra,Millet
Jun,6,Karnataka,Sowing,kharif,bajra,Millet
Sep,9,Karnataka,Harvesting,kharif,bajra,Millet
Jul,7,Punjab,Sowing,kharif,bajra,Millet
Aug,8,Punjab,Sowing,kharif,bajra,Millet
Oct,10,Punjab,Harvesting,kharif,bajra,Millet
Jun,6,Tamil Nadu,Sowing,kharif,bajra,Millet
Jul,7,Tamil Nadu,Sowing,kharif,bajra,Millet
Sep,9,Tamil Nadu,Harvesting,kharif,bajra,Millet
Oct,10,Tamil Nadu,Harvesting,kharif,bajra,Millet
Mar,3,Telangana,Sowing,kharif,bajra,Millet
Apr,4,Telangana,Sowing,kharif,bajra,Millet
Jul,7,Telangana,Harvesting,kharif,bajra,Millet
Aug,8,Telangana,Harvesting,kharif,bajra,Millet
Nov,11,Andhra Pradesh,Sowing,rabi,bajra,Millet
Dec,12,Andhra Pradesh,Sowing,rabi,bajra,Millet
Feb,2,Andhra Pradesh,Harvesting,rabi,bajra,Millet
Mar,3,Andhra Pradesh,Harvesting,rabi,bajra,Millet
Oct,10,Gujarat,Sowing,rabi,bajra,Millet
Feb,2,Gujarat,Harvesting,rabi,bajra,Millet
Sep,9,Tamil Nadu,Sowing,rabi,bajra,Millet
Oct,10,Tamil Nadu,Sowing,rabi,bajra,Millet
Dec,12,Tamil Nadu,Harvesting,rabi,bajra,Millet
Jan,1,Tamil Nadu,Harvesting,rabi,bajra,Millet
Jan,1,Andhra Pradesh,Sowing,summer,bajra,Millet
Apr,4,Andhra Pradesh,Harvesting,summer,bajra,Millet
Mar,3,Gujarat,Sowing,summer,bajra,Millet
Jun,6,Gujarat,Harvesting,summer,bajra,Millet
Feb,2,Madhya Pradesh,Sowing,summer,bajra,Millet
Mar,3,Madhya Pradesh,Sowing,summer,bajra,Millet
Jun,6,Madhya Pradesh,Harvesting,summer,bajra,Millet
Jan,1,Maharashtra,Sowing,summer,bajra,Millet
Feb,2,Maharashtra,Sowing,summer,bajra,Millet
May,5,Maharashtra,Harvesting,summer,bajra,Millet
Feb,2,Rajasthan,Sowing,summer,bajra,Millet
Mar,3,Rajasthan,Sowing,summer,bajra,Millet
May,5,Rajasthan,Harvesting,summer,bajra,Millet
Jun,6,Rajasthan,Harvesting,summer,bajra,Millet
Feb,2,Tamil Nadu,Sowing,summer,bajra,Millet
Mar,3,Tamil Nadu,Sowing,summer,bajra,Millet
May,5,Tamil Nadu,Harvesting,summer,bajra,Millet
Jun,6,Tamil Nadu,Harvesting,summer,bajra,Millet
Mar,3,Uttar Pradesh,Sowing,summer,bajra,Millet
May,5,Uttar Pradesh,Harvesting,summer,bajra,Millet
Jun,6,Uttar Pradesh,Harvesting,summer,bajra,Millet
Jan,1,Haryana,Sowing,rabi,wheat,Wheat
May,5,Haryana,Harvesting,rabi,wheat,Wheat
Dec,12,Maharashtra,Sowing,rabi,wheat,Wheat
Jan,1,Punjab,Sowing,rabi,wheat,Wheat
Jan,1,Uttar Pradesh,Sowing,rabi,wheat,Wheat
Mar,3,Uttar Pradesh,Harvesting,rabi,wheat,Wheat
Jul,7,Andhra Pradesh,Sowing,mid-early,arhar/tur,Arhar
Dec,12,Andhra Pradesh,Harvesting,mid-early,arhar/tur,Arhar
Jul,7,Karnataka,Sowing,mid-early,arhar/tur,Arhar
Dec,12,Karnataka,Harvesting,mid-early,arhar/tur,Arhar
Jul,7,Maharashtra,Sowing,mid-early,arhar/tur,Arhar
Dec,12,Maharashtra,Harvesting,mid-early,arhar/tur,Arhar
Jul,7,Tamil Nadu,Sowing,mid-early,arhar/tur,Arhar
Dec,12,Tamil Nadu,Harvesting,mid-early,arhar/tur,Arhar
Jul,7,Gujarat,Sowing,mid-early,arhar/tur,Arhar
Dec,12,Gujarat,Harvesting,mid-early,arhar/tur,Arhar
Jun,6,Madhya Pradesh,Sowing,mid-early,arhar/tur,Arhar
Jul,7,Madhya Pradesh,Sowing,mid-early,arhar/tur,Arhar
Nov,11,Madhya Pradesh,Harvesting,mid-early,arhar/tur,Arhar
Dec,12,Madhya Pradesh,Harvesting,mid-early,arhar/tur,Arhar
Jun,6,All India,Sowing,mid-early,arhar/tur,Arhar
Jul,7,All India,Sowing,mid-early,arhar/tur,Arhar
Nov,11,All India,Harvesting,mid-early,arhar/tur,Arhar
Dec,12,All India,Harvesting,mid-early,arhar/tur,Arhar
Mar,3,All India,Harvesting,long,arhar/tur,Arhar
Oct,10,Rajasthan,Sowing,rabi,chickpea,Chickpea
Nov,11,Rajasthan,Sowing,rabi,chickpea,Chickpea
Mar,3,Rajasthan,Harvesting,rabi,chickpea,Chickpea
Apr,4,Rajasthan,Harvesting,rabi,chickpea,Chickpea
Jun,6,Madhya Pradesh,Sowing,kharif,soybean,Soybean
Jul,7,Madhya Pradesh,Sowing,kharif,soybean,Soybean
Sep,9,Madhya Pradesh,Harvesting,kharif,soybean,Soybean
Oct,10,Madhya Pradesh,Harvesting,kharif,soybean,Soybean
Jun,6,Maharashtra,Sowing,kharif,soybean,Soybean
Jul,7,Maharashtra,Sowing,kharif,soybean,Soybean
Sep,9,Maharashtra,Harvesting,kharif,soybean,Soybean
Oct,10,Maharashtra,Harvesting,kharif,soybean,Soybean
Jun,6,Rajasthan,Sowing,kharif,soybean,Soybean
Jul,7,Rajasthan,Sowing,kharif,soybean,Soybean
Sep,9,Rajasthan,Harvesting,kharif,soybean,Soybean
Oct,10,Rajasthan,Harvesting,kharif,soybean,Soybean
Jun,6,Karnataka,Sowing,kharif,soybean,Soybean
Jul,7,Karnataka,Sowing,kharif,soybean,Soybean
Sep,9,Karnataka,Harvesting,kharif,soybean,Soybean
Oct,10,Karnataka,Harvesting,kharif,soybean,Soybean
Jun,6,Andhra Pradesh,Sowing,kharif,soybean,Soybean
Jul,7,Andhra Pradesh,Sowing,kharif,soybean,Soybean
Sep,9,Andhra Pradesh,Harvesting,kharif,soybean,Soybean
Oct,10,Andhra Pradesh,Harvesting,kharif,soybean,Soybean
Jun,6,Chhattisgarh,Sowing,kharif,soybean,Soybean
Jul,7,Chhattisgarh,Sowing,kharif,soybean,Soybean
Sep,9,Chhattisgarh,Harvesting,kharif,soybean,Soybean
Oct,10,Chhattisgarh,Harvesting,kharif,soybean,Soybean
Jun,6,Uttar Pradesh,Sowing,kharif,soybean,Soybean
Jul,7,Uttar Pradesh,Sowing,kharif,soybean,Soybean
Sep,9,Uttar Pradesh,Harvesting,kharif,soybean,Soybean
Oct,10,Uttar Pradesh,Harvesting,kharif,soybean,Soybean
Jun,6,Manipur,Sowing,kharif,soybean,Soybean
Jul,7,Manipur,Sowing,kharif,soybean,Soybean
Sep,9,Manipur,Harvesting,kharif,soybean,Soybean
Oct,10,Manipur,Harvesting,kharif,soybean,Soybean
Jun,6,Meghalaya,Sowing,kharif,soybean,Soybean
Jul,7,Meghalaya,Sowing,kharif,soybean,Soybean
Sep,9,Meghalaya,Harvesting,kharif,soybean,Soybean
Oct,10,Meghalaya,Harvesting,kharif,soybean,Soybean
Jun,6,West Bengal,Sowing,kharif,soybean,Soybean
Jul,7,West Bengal,Sowing,kharif,soybean,Soybean
Sep,9,West Bengal,Harvesting,kharif,soybean,Soybean
Oct,10,West Bengal,Harvesting,kharif,soybean,Soybean
Jun,6,Odisha,Sowing,kharif,soybean,Soybean
Jul,7,Odisha,Sowing,kharif,soybean,Soybean
Sep,9,Odisha,Harvesting,kharif,soybean,Soybean
Oct,10,Odisha,Harvesting,kharif,soybean,Soybean
Jun,6,Bihar,Sowing,kharif,soybean,Soybean
Jun,6,Jharkhand,Sowing,kharif,soybean,Soybean
Jul,7,Bihar,Sowing,kharif,soybean,Soybean
Jul,7,Jharkhand,Sowing,kharif,soybean,Soybean
Sep,9,Bihar,Harvesting,kharif,soybean,Soybean
Sep,9,Jharkhand,Harvesting,kharif,soybean,Soybean
Oct,10,Bihar,Harvesting,kharif,soybean,Soybean
Oct,10,Jharkhand,Harvesting,kharif,soybean,Soybean
Jun,6,Gujarat,Sowing,kharif,soybean,Soybean
Jul,7,Gujarat,Sowing,kharif,soybean,Soybean
Sep,9,Gujarat,Harvesting,kharif,soybean,Soybean
Oct,10,Gujarat,Harvesting,kharif,soybean,Soybean
Dec,12,Maharashtra,Harvesting,kharif,niger,Niger
Jun,6,Chhattisgarh,Sowing,kharif,niger,Niger
Jul,7,Chhattisgarh,Sowing,kharif,niger,Niger
Oct,10,Chhattisgarh,Harvesting,kharif,niger,Niger
Nov,11,Chhattisgarh,Harvesting,kharif,niger,Niger
Dec,12,Bihar,Harvesting,kharif,niger,Niger
Dec,12,Jharkhand,Harvesting,kharif,niger,Niger
Nov,11,Andhra Pradesh,Sowing,rabi,gram,Gram
Feb,2,Andhra Pradesh,Harvesting,rabi,gram,Gram
Mar,3,Andhra Pradesh,Harvesting,rabi,gram,Gram
Oct,10,Assam,Sowing,rabi,gram,Gram
Nov,11,Assam,Sowing,rabi,gram,Gram
Mar,3,Assam,Harvesting,rabi,gram,Gram
Oct,10,Bihar,Sowing,rabi,gram,Gram
Nov,11,Bihar,Sowing,rabi,gram,Gram
Mar,3,Bihar,Harvesting,rabi,gram,Gram
Oct,10,Chhattisgarh,Sowing,rabi,gram,Gram
Feb,2,Chhattisgarh,Harvesting,rabi,gram,Gram
Mar,3,Chhattisgarh,Harvesting,rabi,gram,Gram
Oct,10,Jharkhand,Sowing,rabi,gram,Gram
Nov,11,Jharkhand,Sowing,rabi,gram,Gram
Mar,3,Jharkhand,Harvesting,rabi,gram,Gram
Oct,10,Rajasthan,Sowing,rabi,gram,Gram
Nov,11,Rajasthan,Sowing,rabi,gram,Gram
Mar,3,Rajasthan,Harvesting,rabi,gram,Gram
Apr,4,Rajasthan,Harvesting,rabi,gram,Gram
Nov,11,Haryana,Sowing,rabi,gram,Gram
Apr,4,Haryana,Harvesting,rabi,gram,Gram
Oct,10,Punjab,Sowing,rabi,gram,Gram
Nov,11,Punjab,Sowing,rabi,gram,Gram
Mar,3,Punjab,Harvesting,rabi,gram,Gram
Apr,4,Punjab,Harvesting,rabi,gram,Gram
Oct,10,West Bengal,Sowing,rabi,gram,Gram
Oct,10,Assam,Sowing,rabi,lentil,Lentil
Nov,11,Assam,Sowing,rabi,lentil,Lentil
Mar,3,Assam,Harvesting,rabi,lentil,Lentil
Apr,4,Assam,Harvesting,rabi,lentil,Lentil
Oct,10,Bihar,Sowing,rabi,lentil,Lentil
Nov,11,Bihar,Sowing,rabi,lentil,Lentil
Mar,3,Bihar,Harvesting,rabi,lentil,Lentil
Apr,4,Bihar,Harvesting,rabi,lentil,Lentil
Oct,10,Chhattisgarh,Sowing,rabi,lentil,Lentil
Nov,11,Chhattisgarh,Sowing,rabi,lentil,Lentil
Mar,3,Chhattisgarh,Harvesting,rabi,lentil,Lentil
Apr,4,Chhattisgarh,Harvesting,rabi,lentil,Lentil
Dec,12,Goa,Sowing,rabi,lentil,Lentil
Jan,1,Goa,Sowing,rabi,lentil,Lentil
Mar,3,Goa,Harvesting,rabi,lentil,Lentil
Apr,4,Goa,Harvesting,rabi,lentil,Lentil
May,5,Goa,Harvesting,rabi,lentil,Lentil
Oct,10,Jharkhand,Sowing,rabi,lentil,Lentil
Nov,11,Jharkhand,Sowing,rabi,lentil,Lentil
Mar,3,Jharkhand,Harvesting,rabi,lentil,Lentil
Apr,4,Jharkhand,Harvesting,rabi,lentil,Lentil
Oct,10,Rajasthan,Sowing,rabi,lentil,Lentil
Nov,11,Rajasthan,Sowing,rabi,lentil,Lentil
Mar,3,Rajasthan,Harvesting,rabi,lentil,Lentil
Apr,4,Rajasthan,Harvesting,rabi,lentil,Lentil
Oct,10,Tripura,Sowing,rabi,lentil,Lentil
Nov,11,Tripura,Sowing,rabi,lentil,Lentil
Mar,3,Tripura,Harvesting,rabi,lentil,Lentil
Apr,4,Tripura,Harvesting,rabi,lentil,Lentil
Oct,10,Gujarat,Sowing,rabi,lentil,Lentil
Nov,11,Gujarat,Sowing,rabi,lentil,Lentil
Mar,3,Gujarat,Harvesting,rabi,lentil,Lentil
Apr,4,Gujarat,Harvesting,rabi,lentil,Lentil
Oct,10,Haryana,Sowing,rabi,lentil,Lentil
Nov,11,Haryana,Sowing,rabi,lentil,Lentil
Mar,3,Haryana,Harvesting,rabi,lentil,Lentil
Apr,4,Haryana,Harvesting,rabi,lentil,Lentil
Oct,10,Madhya Pradesh,Sowing,rabi,lentil,Lentil
Nov,11,Madhya Pradesh,Sowing,rabi,lentil,Lentil
Mar,3,Madhya Pradesh,Harvesting,rabi,lentil,Lentil
Apr,4,Madhya Pradesh,Harvesting,rabi,lentil,Lentil
Sep,9,Meghalaya,Sowing,rabi,lentil,Lentil
Oct,10,Meghalaya,Sowing,rabi,lentil,Lentil
Feb,2,Meghalaya,Harvesting,rabi,lentil,Lentil
Mar,3,Meghalaya,Harvesting,rabi,lentil,Lentil
Oct,10,Punjab,Sowing,rabi,lentil,Lentil
Nov,11,Punjab,Sowing,rabi,lentil,Lentil
Mar,3,Punjab,Harvesting,rabi,lentil,Lentil
Apr,4,Punjab,Harvesting,rabi,lentil,Lentil
Oct,10,Uttar Pradesh,Sowing,rabi,lentil,Lentil
Nov,11,Uttar Pradesh,Sowing,rabi,lentil,Lentil
Mar,3,Uttar Pradesh,Harvesting,rabi,lentil,Lentil
Apr,4,Uttar Pradesh,Harvesting,rabi,lentil,Lentil
Oct,10,West Bengal,Sowing,rabi,lentil,Lentil
Nov,11,West Bengal,Sowing,rabi,lentil,Lentil
Mar,3,West Bengal,Harvesting,rabi,lentil,Lentil
Apr,4,West Bengal,Harvesting,rabi,lentil,Lentil
Nov,11,Karnataka,Harvesting,kharif,groundnut,Groundnut
Jun,6,Madhya Pradesh,Harvesting,kharif,groundnut,Groundnut
Jul,7,Madhya Pradesh,Harvesting,kharif,groundnut,Groundnut
Sep,9,Odisha,Sowing,rabi,groundnut,Groundnut
Oct,10,Odisha,Sowing,rabi,groundnut,Groundnut
Jan,1,Odisha,Harvesting,rabi,groundnut,Groundnut
May,5,Karnataka,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jun,6,Karnataka,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jan,1,Odisha,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,Odisha,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Apr,4,Odisha,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
May,5,Odisha,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Mar,3,Punjab,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Jun,6,Punjab,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jan,1,Rajasthan,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,Rajasthan,Sowing,summer/spring groundnut,/ groundnut,Groundnut
May,5,Rajasthan,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jun,6,Telangana,Sowing,kharif,sesame,Sesame
Jul,7,Telangana,Sowing,kharif,sesame,Sesame
Oct,10,Telangana,Harvesting,kharif,sesame,Sesame
Nov,11,Telangana,Harvesting,kharif,sesame,Sesame
Feb,2,Telangana,Harvesting,rabi,sesame,Sesame
Mar,3,Telangana,Harvesting,rabi,sesame,Sesame
Apr,4,Telangana,Harvesting,summer,sesame,Sesame
May,5,Telangana,Harvesting,summer,sesame,Sesame
Jun,6,Telangana,Sowing,kharif,sunflower,Sunflower
Jul,7,Telangana,Sowing,kharif,sunflower,Sunflower
Aug,8,Telangana,Sowing,kharif,sunflower,Sunflower
Sep,9,Telangana,Harvesting,kharif,sunflower,Sunflower
Oct,10,Telangana,Harvesting,kharif,sunflower,Sunflower
Nov,11,Telangana,Harvesting,kharif,sunflower,Sunflower
Jun,6,Telangana,Sowing,kharif,castor,Castor
Jul,7,Telangana,Sowing,kharif,castor,Castor
Dec,12,Telangana,Harvesting,kharif,castor,Castor
Jan,1,Telangana,Harvesting,kharif,castor,Castor
Oct,10,Telangana,Sowing,rabi,safflower,Safflower
Feb,2,Telangana,Harvesting,rabi,safflower,Safflower
Nov,11,Andhra Pradesh,Sowing,,Mustard/ Banarasi rai,Mustard
Dec,12,Andhra Pradesh,Sowing,,Mustard/ Banarasi rai,Mustard
Oct,10,Assam,Sowing,,Toria/Mustard,Mustard
Nov,11,Assam,Sowing,,Toria/Mustard,Mustard
Dec,12,Assam,Sowing,,Toria/Mustard,Mustard
Nov,11,Haryana,Sowing,,Mustard,Mustard
Sep,9,Himachal Pradesh,Sowing,,Toria,Mustard
Sep,9,Himachal Pradesh,Sowing,,Gobhi Sarson,Mustard
Sep,9,Jharkhand,Sowing,,Toria,Mustard
Sep,9,Madhya Pradesh,Sowing,,Mustard,Mustard
Nov,11,Madhya Pradesh,Sowing,,Mustard,Mustard
Oct,10,Punjab,Sowing,,Taramira,Mustard
Sep,9,Rajasthan,Sowing,,Taramira,Mustard
Nov,11,West Bengal,Sowing,,Mustard,Mustard
Sep,9,West Bengal,Sowing,,Toria,Mustard
Feb,2,Andhra Pradesh,Harvesting,,Mustard/ Banarasi rai,Mustard
Mar,3,Andhra Pradesh,Harvesting,,Mustard/ Banarasi rai,Mustard
Feb,2,Assam,Harvesting,,Toria/Mustard,Mustard
Mar,3,Assam,Harvesting,,Toria/Mustard,Mustard
Dec,12,Himachal Pradesh,Harvesting,,Toria,Mustard
Jan,1,Himachal Pradesh,Harvesting,,Toria,Mustard
Jan,1,Jharkhand,Harvesting,,Toria,Mustard
Jun,6,Jammu & Kashmir,Sowing,kharif,maize,Maize
Jul,7,Jammu & Kashmir,Sowing,kharif,maize,Maize
Oct,10,Jammu & Kashmir,Harvesting,kharif,maize,Maize
Nov,11,Jammu & Kashmir,Harvesting,kharif,maize,Maize
May,5,Jammu & Kashmir,Sowing,kharif,maize,Maize
Feb,2,Bihar,Sowing,spring,maize,Maize
May,5,Bihar,Harvesting,spring,maize,Maize
Feb,2,Punjab,Sowing,spring,maize,Maize
May,5,Punjab,Harvesting,spring,maize,Maize
Feb,2,Uttar Pradesh,Sowing,spring,maize,Maize
May,5,Uttar Pradesh,Harvesting,spring,maize,Maize
Feb,2,West Bengal,Sowing,spring,maize,Maize
May,5,West Bengal,Harvesting,spring,maize,Maize
Jan,1,Tamil Nadu,Sowing,spring,maize,Maize
Feb,2,Tamil Nadu,Sowing,spring,maize,Maize
May,5,Tamil Nadu,Harvesting,spring,maize,Maize
Jan,1,All India,Sowing,spring,maize,Maize
Feb,2,All India,Sowing,spring,maize,Maize
May,5,All India,Harvesting,spring,maize,Maize
Oct,10,Bihar,Sowing,kharif,sugarcane,
Nov,11,Bihar,Sowing,kharif,sugarcane,
Oct,10,Bihar,Harvesting,kharif,sugarcane,
Nov,11,Bihar,Harvesting,kharif,sugarcane,
Dec,12,Bihar,Harvesting,kharif,sugarcane,
Jun,6,Tamil Nadu,Sowing,kharif,sugarcane,
Jul,7,Tamil Nadu,Sowing,kharif,sugarcane,
Aug,8,Tamil Nadu,Sowing,kharif,sugarcane,
May,5,Tamil Nadu,Harvesting,kharif,sugarcane,
Jun,6,Tamil Nadu,Harvesting,kharif,sugarcane,
Jul,7,Tamil Nadu,Harvesting,kharif,sugarcane,
Aug,8,Tamil Nadu,Harvesting,kharif,sugarcane,
Oct,10,West Bengal,Sowing,kharif,sugarcane,
Nov,11,West Bengal,Sowing,kharif,sugarcane,
Dec,12,West Bengal,Sowing,kharif,sugarcane,
Jan,1,West Bengal,Sowing,kharif,sugarcane,
Feb,2,West Bengal,Sowing,kharif,sugarcane,
Mar,3,West Bengal,Sowing,kharif,sugarcane,
Apr,4,West Bengal,Sowing,kharif,sugarcane,
Oct,10,West Bengal,Harvesting,kharif,sugarcane,
Nov,11,West Bengal,Harvesting,kharif,sugarcane,
Dec,12,West Bengal,Harvesting,kharif,sugarcane,
Jan,1,West Bengal,Harvesting,kharif,sugarcane,
Feb,2,West Bengal,Harvesting,kharif,sugarcane,
Mar,3,West Bengal,Harvesting,kharif,sugarcane,
Sep,9,All India,Sowing,kharif,sugarcane,
Oct,10,All India,Sowing,kharif,sugarcane,
Dec,12,All India,Harvesting,kharif,sugarcane,
Jan,1,All India,Harvesting,kharif,sugarcane,
Dec,12,Andhra Pradesh,Sowing,rabi,sugarcane,
Jan,1,Andhra Pradesh,Sowing,rabi,sugarcane,
Feb,2,Andhra Pradesh,Sowing,rabi,sugarcane,
Mar,3,Andhra Pradesh,Sowing,rabi,sugarcane,
Apr,4,Andhra Pradesh,Sowing,rabi,sugarcane,
May,5,Andhra Pradesh,Sowing,rabi,sugarcane,
Jun,6,Andhra Pradesh,Sowing,rabi,sugarcane,
Dec,12,Andhra Pradesh,Harvesting,rabi,sugarcane,
Jan,1,Andhra Pradesh,Harvesting,rabi,sugarcane,
Feb,2,Andhra Pradesh,Harvesting,rabi,sugarcane,
Mar,3,Andhra Pradesh,Harvesting,rabi,sugarcane,
Apr,4,Andhra Pradesh,Harvesting,rabi,sugarcane,
May,5,Andhra Pradesh,Harvesting,rabi,sugarcane,
Mar,3,Assam,Sowing,rabi,sugarcane,
Apr,4,Assam,Sowing,rabi,sugarcane,
Dec,12,Assam,Harvesting,rabi,sugarcane,
Jan,1,Assam,Harvesting,rabi,sugarcane,
Feb,2,Bihar,Sowing,rabi,sugarcane,
Mar,3,Bihar,Sowing,rabi,sugarcane,
Nov,11,Bihar,Harvesting,rabi,sugarcane,
Dec,12,Bihar,Harvesting,rabi,sugarcane,
Jan,1,Bihar,Harvesting,rabi,sugarcane,
Feb,2,Bihar,Harvesting,rabi,sugarcane,
Feb,2,Haryana,Sowing,rabi,sugarcane,
Mar,3,Haryana,Sowing,rabi,sugarcane,
Dec,12,Haryana,Harvesting,rabi,sugarcane,
Jan,1,Haryana,Harvesting,rabi,sugarcane,
Feb,2,Haryana,Harvesting,rabi,sugarcane,
Mar,3,Haryana,Harvesting,rabi,sugarcane,
Dec,12,Karnataka,Sowing,rabi,sugarcane,
Jan,1,Karnataka,Sowing,rabi,sugarcane,
Feb,2,Karnataka,Sowing,rabi,sugarcane,
Mar,3,Karnataka,Sowing,rabi,sugarcane,
Aug,8,Karnataka,Harvesting,rabi,sugarcane,
Sep,9,Karnataka,Harvesting,rabi,sugarcane,
Oct,10,Karnataka,Harvesting,rabi,sugarcane,
Nov,11,Karnataka,Harvesting,rabi,sugarcane,
Dec,12,Karnataka,Harvesting,rabi,sugarcane,
Jan,1,Karnataka,Harvesting,rabi,sugarcane,
Feb,2,Karnataka,Harvesting,rabi,sugarcane,
Mar,3,Karnataka,Harvesting,rabi,sugarcane,
Apr,4,Karnataka,Harvesting,rabi,sugarcane,
May,5,Karnataka,Harvesting,rabi,sugarcane,
Dec,12,Kerala,Sowing,rabi,sugarcane,
Jan,1,Kerala,Sowing,rabi,sugarcane,
Dec,12,Kerala,Harvesting,rabi,sugarcane,
Jan,1,Kerala,Harvesting,rabi,sugarcane,
Feb,2,Odisha,Sowing,rabi,sugarcane,
Mar,3,Odisha,Sowing,rabi,sugarcane,
Apr,4,Odisha,Sowing,rabi,sugarcane,
May,5,Odisha,Sowing,rabi,sugarcane,
Nov,11,Odisha,Harvesting,rabi,sugarcane,
Dec,12,Odisha,Harvesting,rabi,sugarcane,
Jan,1,Odisha,Harvesting,rabi,sugarcane,
Feb,2,Odisha,Harvesting,rabi,sugarcane,
Feb,2,Punjab,Sowing,rabi,sugarcane,
Mar,3,Punjab,Sowing,rabi,sugarcane,
Nov,11,Punjab,Harvesting,rabi,sugarcane,
