MONTH,MONTHNUM,STATE,PERIOD,SEASON,CROP,Generic.Name
Nov,11,Madhya Pradesh,Sowing,rabi,pea,Pea
Mar,3,Madhya Pradesh,Harvesting,rabi,pea,Pea
Apr,4,Madhya Pradesh,Harvesting,rabi,pea,Pea
Oct,10,Punjab,Sowing,rabi,pea,Pea
Nov,11,Punjab,Sowing,rabi,pea,Pea
Mar,3,Punjab,Harvesting,rabi,pea,Pea
Apr,4,Punjab,Harvesting,rabi,pea,Pea
Oct,10,Uttar Pradesh,Sowing,rabi,pea,Pea
Nov,11,Uttar Pradesh,Sowing,rabi,pea,Pea
Mar,3,Uttar Pradesh,Harvesting,rabi,pea,Pea
Apr,4,Uttar Pradesh,Harvesting,rabi,pea,Pea
Oct,10,West Bengal,Sowing,rabi,pea,Pea
Nov,11,West Bengal,Sowing,rabi,pea,Pea
Mar,3,West Bengal,Harvesting,rabi,pea,Pea
Apr,4,West Bengal,Harvesting,rabi,pea,Pea
Jun,6,Andhra Pradesh,Sowing,kharif,groundnut,Groundnut
Jul,7,Andhra Pradesh,Sowing,kharif,groundnut,Groundnut
Sep,9,Andhra Pradesh,Harvesting,kharif,groundnut,Groundnut
Oct,10,Andhra Pradesh,Harvesting,kharif,groundnut,Groundnut
Nov,11,Andhra Pradesh,Harvesting,kharif,groundnut,Groundnut
Jun,6,Gujarat,Sowing,kharif,groundnut,Groundnut
Jul,7,Gujarat,Sowing,kharif,groundnut,Groundnut
Sep,9,Gujarat,Harvesting,kharif,groundnut,Groundnut
Oct,10,Gujarat,Harvesting,kharif,groundnut,Groundnut
Nov,11,Gujarat,Harvesting,kharif,groundnut,Groundnut
Jun,6,Karnataka,Sowing,kharif,groundnut,Groundnut
Jul,7,Karnataka,Sowing,kharif,groundnut,Groundnut
Sep,9,Karnataka,Harvesting,kharif,groundnut,Groundnut
Oct,10,Karnataka,Harvesting,kharif,groundnut,Groundnut
Jun,6,Madhya Pradesh,Sowing,kharif,groundnut,Groundnut
Jul,7,Madhya Pradesh,Sowing,kharif,groundnut,Groundnut
Sep,9,Madhya Pradesh,Harvesting,kharif,groundnut,Groundnut
Oct,10,Madhya Pradesh,Harvesting,kharif,groundnut,Groundnut
Jun,6,Maharashtra,Sowing,kharif,groundnut,Groundnut
Jul,7,Maharashtra,Sowing,kharif,groundnut,Groundnut
Oct,10,Maharashtra,Harvesting,kharif,groundnut,Groundnut
Nov,11,Maharashtra,Harvesting,kharif,groundnut,Groundnut
Jun,6,Rajasthan,Sowing,kharif,groundnut,Groundnut
Jul,7,Rajasthan,Sowing,kharif,groundnut,Groundnut
Oct,10,Rajasthan,Harvesting,kharif,groundnut,Groundnut
Nov,11,Rajasthan,Harvesting,kharif,groundnut,Groundnut
Jul,7,Uttar Pradesh,Sowing,kharif,groundnut,Groundnut
Oct,10,Uttar Pradesh,Harvesting,kharif,groundnut,Groundnut
Nov,11,Uttar Pradesh,Harvesting,kharif,groundnut,Groundnut
Jun,6,West Bengal,Sowing,kharif,groundnut,Groundnut
Jul,7,West Bengal,Sowing,kharif,groundnut,Groundnut
Sep,9,West Bengal,Harvesting,kharif,groundnut,Groundnut
Oct,10,West Bengal,Harvesting,kharif,groundnut,Groundnut
Nov,11,Andhra Pradesh,Sowing,rabi,groundnut,Groundnut
Dec,12,Andhra Pradesh,Sowing,rabi,groundnut,Groundnut
Jan,1,Andhra Pradesh,Sowing,rabi,groundnut,Groundnut
Feb,2,Andhra Pradesh,Harvesting,rabi,groundnut,Groundnut
Mar,3,Andhra Pradesh,Harvesting,rabi,groundnut,Groundnut
Apr,4,Andhra Pradesh,Harvesting,rabi,groundnut,Groundnut
May,5,Andhra Pradesh,Harvesting,rabi,groundnut,Groundnut
Jul,7,Assam,Sowing,rabi,groundnut,Groundnut
Aug,8,Assam,Sowing,rabi,groundnut,Groundnut
Nov,11,Assam,Harvesting,rabi,groundnut,Groundnut
Dec,12,Assam,Harvesting,rabi,groundnut,Groundnut
Nov,11,Karnataka,Sowing,rabi,groundnut,Groundnut
Dec,12,Karnataka,Sowing,rabi,groundnut,Groundnut
Jan,1,Karnataka,Sowing,rabi,groundnut,Groundnut
Feb,2,Karnataka,Harvesting,rabi,groundnut,Groundnut
Mar,3,Karnataka,Harvesting,rabi,groundnut,Groundnut
Apr,4,Karnataka,Harvesting,rabi,groundnut,Groundnut
May,5,Karnataka,Harvesting,rabi,groundnut,Groundnut
Oct,10,West Bengal,Sowing,rabi,groundnut,Groundnut
Nov,11,West Bengal,Sowing,rabi,groundnut,Groundnut
Jan,1,West Bengal,Harvesting,rabi,groundnut,Groundnut
Feb,2,West Bengal,Harvesting,rabi,groundnut,Groundnut
Mar,3,West Bengal,Harvesting,rabi,groundnut,Groundnut
Jan,1,Gujarat,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,Gujarat,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Apr,4,Gujarat,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
May,5,Gujarat,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Dec,12,Karnataka,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Jan,1,Karnataka,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Mar,3,Karnataka,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Apr,4,Karnataka,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jan,1,Maharashtra,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,Maharashtra,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Apr,4,Maharashtra,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
May,5,Maharashtra,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,West Bengal,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Mar,3,West Bengal,Sowing,summer/spring groundnut,/ groundnut,Groundnut
May,5,West Bengal,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jun,6,West Bengal,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Oct,10,Assam,Sowing,rabi,linseed,Linseed
Nov,11,Assam,Sowing,rabi,linseed,Linseed
Mar,3,Assam,Harvesting,rabi,linseed,Linseed
Apr,4,Assam,Harvesting,rabi,linseed,Linseed
Oct,10,Andhra Pradesh,Sowing,rabi,linseed,Linseed
Feb,2,Andhra Pradesh,Harvesting,rabi,linseed,Linseed
Mar,3,Andhra Pradesh,Harvesting,rabi,linseed,Linseed
Oct,10,Bihar,Sowing,rabi,linseed,Linseed
Nov,11,Bihar,Sowing,rabi,linseed,Linseed
Mar,3,Bihar,Harvesting,rabi,linseed,Linseed
Apr,4,Bihar,Harvesting,rabi,linseed,Linseed
Oct,10,Madhya Pradesh,Sowing,rabi,linseed,Linseed
Nov,11,Madhya Pradesh,Sowing,rabi,linseed,Linseed
Mar,3,Madhya Pradesh,Harvesting,rabi,linseed,Linseed
Oct,10,Chhattisgarh,Sowing,rabi,linseed,Linseed
Nov,11,Chhattisgarh,Sowing,rabi,linseed,Linseed
Mar,3,Chhattisgarh,Harvesting,rabi,linseed,Linseed
Oct,10,Maharashtra,Sowing,rabi,linseed,Linseed
Mar,3,Maharashtra,Harvesting,rabi,linseed,Linseed
Oct,10,Uttar Pradesh,Sowing,rabi,linseed,Linseed
Nov,11,Uttar Pradesh,Sowing,rabi,linseed,Linseed
Mar,3,Uttar Pradesh,Harvesting,rabi,linseed,Linseed
Apr,4,Uttar Pradesh,Harvesting,rabi,linseed,Linseed
Oct,10,Odisha,Sowing,rabi,linseed,Linseed
Mar,3,Odisha,Harvesting,rabi,linseed,Linseed
Oct,10,Jharkhand,Sowing,rabi,linseed,Linseed
Nov,11,Jharkhand,Sowing,rabi,linseed,Linseed
Mar,3,Jharkhand,Harvesting,rabi,linseed,Linseed
Apr,4,Jharkhand,Harvesting,rabi,linseed,Linseed
Oct,10,Karnataka,Sowing,rabi,linseed,Linseed
Feb,2,Karnataka,Harvesting,rabi,linseed,Linseed
Mar,3,Karnataka,Harvesting,rabi,linseed,Linseed
Oct,10,Nagaland,Sowing,rabi,linseed,Linseed
Nov,11,Nagaland,Sowing,rabi,linseed,Linseed
Mar,3,Nagaland,Harvesting,rabi,linseed,Linseed
Apr,4,Nagaland,Harvesting,rabi,linseed,Linseed
Oct,10,West Bengal,Sowing,rabi,linseed,Linseed
Nov,11,West Bengal,Sowing,rabi,linseed,Linseed
Mar,3,West Bengal,Harvesting,rabi,linseed,Linseed
Apr,4,West Bengal,Harvesting,rabi,linseed,Linseed
Oct,10,Rajasthan,Sowing,rabi,linseed,Linseed
Mar,3,Rajasthan,Harvesting,rabi,linseed,Linseed
Oct,10,Himachal Pradesh,Sowing,rabi,linseed,Linseed
Nov,11,Himachal Pradesh,Sowing,rabi,linseed,Linseed
Apr,4,Himachal Pradesh,Harvesting,rabi,linseed,Linseed
May,5,Himachal Pradesh,Harvesting,rabi,linseed,Linseed
Oct,10,Jammu & Kashmir,Sowing,rabi,linseed,Linseed
Nov,11,Jammu & Kashmir,Sowing,rabi,linseed,Linseed
Apr,4,Jammu & Kashmir,Harvesting,rabi,linseed,Linseed
May,5,Jammu & Kashmir,Harvesting,rabi,linseed,Linseed
Oct,10,Punjab,Sowing,rabi,linseed,Linseed
Nov,11,Punjab,Sowing,rabi,linseed,Linseed
Mar,3,Punjab,Harvesting,rabi,linseed,Linseed
Apr,4,Punjab,Harvesting,rabi,linseed,Linseed
Jun,6,Andhra Pradesh,Sowing,kharif,sesame,Sesame
Jul,7,Andhra Pradesh,Sowing,kharif,sesame,Sesame
Oct,10,Andhra Pradesh,Harvesting,kharif,sesame,Sesame
Nov,11,Andhra Pradesh,Harvesting,kharif,sesame,Sesame
Jun,6,Karnataka,Sowing,kharif,sesame,Sesame
Jul,7,Karnataka,Sowing,kharif,sesame,Sesame
Oct,10,Karnataka,Harvesting,kharif,sesame,Sesame
Nov,11,Karnataka,Harvesting,kharif,sesame,Sesame
Jun,6,Kerala,Sowing,kharif,sesame,Sesame
Jul,7,Kerala,Sowing,kharif,sesame,Sesame
Oct,10,Kerala,Harvesting,kharif,sesame,Sesame
Nov,11,Kerala,Harvesting,kharif,sesame,Sesame
Jun,6,Madhya Pradesh,Sowing,kharif,sesame,Sesame
Jul,7,Madhya Pradesh,Sowing,kharif,sesame,Sesame
Oct,10,Madhya Pradesh,Harvesting,kharif,sesame,Sesame
Nov,11,Madhya Pradesh,Harvesting,kharif,sesame,Sesame
Jun,6,Maharashtra,Sowing,kharif,sesame,Sesame
Jul,7,Maharashtra,Sowing,kharif,sesame,Sesame
Oct,10,Maharashtra,Harvesting,kharif,sesame,Sesame
Nov,11,Maharashtra,Harvesting,kharif,sesame,Sesame
Jun,6,Odisha,Sowing,kharif,sesame,Sesame
Jul,7,Odisha,Sowing,kharif,sesame,Sesame
Oct,10,Odisha,Harvesting,kharif,sesame,Sesame
Nov,11,Odisha,Harvesting,kharif,sesame,Sesame
Jun,6,Rajasthan,Sowing,kharif,sesame,Sesame
Jul,7,Rajasthan,Sowing,kharif,sesame,Sesame
Oct,10,Rajasthan,Harvesting,kharif,sesame,Sesame
Nov,11,Rajasthan,Harvesting,kharif,sesame,Sesame
Jun,6,Uttar Pradesh,Sowing,kharif,sesame,Sesame
Jul,7,Uttar Pradesh,Sowing,kharif,sesame,Sesame
Oct,10,Uttar Pradesh,Harvesting,kharif,sesame,Sesame
Nov,11,Uttar Pradesh,Harvesting,kharif,sesame,Sesame
Jun,6,Gujarat,Sowing,kharif,sesame,Sesame
Jul,7,Gujarat,Sowing,kharif,sesame,Sesame
Oct,10,Gujarat,Harvesting,kharif,sesame,Sesame
Nov,11,Gujarat,Harvesting,kharif,sesame,Sesame
Jun,6,Tamil Nadu,Sowing,kharif,sesame,Sesame
Jul,7,Tamil Nadu,Sowing,kharif,sesame,Sesame
Oct,10,Tamil Nadu,Harvesting,kharif,sesame,Sesame
Nov,11,Tamil Nadu,Harvesting,kharif,sesame,Sesame
Jun,6,All-India,Sowing,kharif,sesame,Sesame
Jul,7,All-India,Sowing,kharif,sesame,Sesame
Sep,9,All-India,Harvesting,kharif,sesame,Sesame
Oct,10,All-India,Harvesting,kharif,sesame,Sesame
Nov,11,All-India,Harvesting,kharif,sesame,Sesame
Aug,8,Andhra Pradesh,Sowing,early rabi,sesame,Sesame
Sep,9,Andhra Pradesh,Sowing,early rabi,sesame,Sesame
Dec,12,Andhra Pradesh,Harvesting,early rabi,sesame,Sesame
Jan,1,Andhra Pradesh,Harvesting,early rabi,sesame,Sesame
Aug,8,Madhya Pradesh,Sowing,early rabi,sesame,Sesame
Sep,9,Madhya Pradesh,Sowing,early rabi,sesame,Sesame
Dec,12,Madhya Pradesh,Harvesting,early rabi,sesame,Sesame
Jan,1,Madhya Pradesh,Harvesting,early rabi,sesame,Sesame
Aug,8,Maharashtra,Sowing,early rabi,sesame,Sesame
Sep,9,Maharashtra,Sowing,early rabi,sesame,Sesame
Dec,12,Maharashtra,Harvesting,early rabi,sesame,Sesame
Jan,1,Maharashtra,Harvesting,early rabi,sesame,Sesame
Aug,8,Tamil Nadu,Sowing,early rabi,sesame,Sesame
Sep,9,Tamil Nadu,Sowing,early rabi,sesame,Sesame
Dec,12,Tamil Nadu,Harvesting,early rabi,sesame,Sesame
Jan,1,Tamil Nadu,Harvesting,early rabi,sesame,Sesame
Aug,8,All-India,Sowing,early rabi,sesame,Sesame
Sep,9,All-India,Sowing,early rabi,sesame,Sesame
Dec,12,All-India,Harvesting,early rabi,sesame,Sesame
Jan,1,All-India,Harvesting,early rabi,sesame,Sesame
Oct,10,Odisha,Sowing,rabi,sesame,Sesame
Nov,11,Odisha,Sowing,rabi,sesame,Sesame
Feb,2,Odisha,Harvesting,rabi,sesame,Sesame
Mar,3,Odisha,Harvesting,rabi,sesame,Sesame
Oct,10,Tamil Nadu,Sowing,rabi,sesame,Sesame
Nov,11,Tamil Nadu,Sowing,rabi,sesame,Sesame
Feb,2,Tamil Nadu,Harvesting,rabi,sesame,Sesame
Mar,3,Tamil Nadu,Harvesting,rabi,sesame,Sesame
Oct,10,All-India,Sowing,rabi,sesame,Sesame
Nov,11,All-India,Sowing,rabi,sesame,Sesame
Feb,2,All-India,Harvesting,rabi,sesame,Sesame
Mar,3,All-India,Harvesting,rabi,sesame,Sesame
Jan,1,Andhra Pradesh,Sowing,summer,sesame,Sesame
Feb,2,Andhra Pradesh,Sowing,summer,sesame,Sesame
Apr,4,Andhra Pradesh,Harvesting,summer,sesame,Sesame
May,5,Andhra Pradesh,Harvesting,summer,sesame,Sesame
Jan,1,Kerala,Sowing,summer,sesame,Sesame
Feb,2,Kerala,Sowing,summer,sesame,Sesame
Apr,4,Kerala,Harvesting,summer,sesame,Sesame
May,5,Kerala,Harvesting,summer,sesame,Sesame
Jan,1,Maharashtra,Sowing,summer,sesame,Sesame
Feb,2,Maharashtra,Sowing,summer,sesame,Sesame
Apr,4,Maharashtra,Harvesting,summer,sesame,Sesame
May,5,Maharashtra,Harvesting,summer,sesame,Sesame
Jan,1,Odisha,Sowing,summer,sesame,Sesame
Feb,2,Odisha,Sowing,summer,sesame,Sesame
May,5,Odisha,Harvesting,summer,sesame,Sesame
Jun,6,Odisha,Harvesting,summer,sesame,Sesame
Feb,2,Uttar Pradesh,Sowing,summer,sesame,Sesame
Mar,3,Uttar Pradesh,Sowing,summer,sesame,Sesame
May,5,Uttar Pradesh,Harvesting,summer,sesame,Sesame
Jun,6,Uttar Pradesh,Harvesting,summer,sesame,Sesame
Feb,2,West Bengal,Sowing,summer,sesame,Sesame
Mar,3,West Bengal,Sowing,summer,sesame,Sesame
May,5,West Bengal,Harvesting,summer,sesame,Sesame
Jun,6,West Bengal,Harvesting,summer,sesame,Sesame
Feb,2,Gujarat,Sowing,summer,sesame,Sesame
Mar,3,Gujarat,Sowing,summer,sesame,Sesame
May,5,Gujarat,Harvesting,summer,sesame,Sesame
Jun,6,Gujarat,Harvesting,summer,sesame,Sesame
Jan,1,Tamil Nadu,Sowing,summer,sesame,Sesame
Feb,2,Tamil Nadu,Sowing,summer,sesame,Sesame
May,5,Tamil Nadu,Harvesting,summer,sesame,Sesame
Jun,6,Tamil Nadu,Harvesting,summer,sesame,Sesame
Jan,1,All-India,Sowing,summer,sesame,Sesame
Feb,2,All-India,Sowing,summer,sesame,Sesame
Mar,3,All-India,Sowing,summer,sesame,Sesame
May,5,All-India,Harvesting,summer,sesame,Sesame
Jun,6,All-India,Harvesting,summer,sesame,Sesame
Jun,6,Andhra Pradesh,Sowing,kharif,sunflower,Sunflower
Jul,7,Andhra Pradesh,Sowing,kharif,sunflower,Sunflower
Aug,8,Andhra Pradesh,Sowing,kharif,sunflower,Sunflower
Sep,9,Andhra Pradesh,Harvesting,kharif,sunflower,Sunflower
Oct,10,Andhra Pradesh,Harvesting,kharif,sunflower,Sunflower
Nov,11,Andhra Pradesh,Harvesting,kharif,sunflower,Sunflower
Jun,6,Karnataka,Sowing,kharif,sunflower,Sunflower
Jul,7,Karnataka,Sowing,kharif,sunflower,Sunflower
Aug,8,Karnataka,Sowing,kharif,sunflower,Sunflower
Sep,9,Karnataka,Harvesting,kharif,sunflower,Sunflower
Oct,10,Karnataka,Harvesting,kharif,sunflower,Sunflower
Nov,11,Karnataka,Harvesting,kharif,sunflower,Sunflower
Jul,7,Maharashtra,Sowing,kharif,sunflower,Sunflower
Aug,8,Maharashtra,Sowing,kharif,sunflower,Sunflower
Oct,10,Maharashtra,Harvesting,kharif,sunflower,Sunflower
Nov,11,Maharashtra,Harvesting,kharif,sunflower,Sunflower
Jun,6,Tamil Nadu,Sowing,kharif,sunflower,Sunflower
Jul,7,Tamil Nadu,Sowing,kharif,sunflower,Sunflower
Aug,8,Tamil Nadu,Sowing,kharif,sunflower,Sunflower
Sep,9,Tamil Nadu,Harvesting,kharif,sunflower,Sunflower
Oct,10,Tamil Nadu,Harvesting,kharif,sunflower,Sunflower
Nov,11,Tamil Nadu,Harvesting,kharif,sunflower,Sunflower
Jun,6,All India,Sowing,kharif,sunflower,Sunflower
Jul,7,All India,Sowing,kharif,sunflower,Sunflower
Aug,8,All India,Sowing,kharif,sunflower,Sunflower
Sep,9,All India,Harvesting,kharif,sunflower,Sunflower
Oct,10,All India,Harvesting,kharif,sunflower,Sunflower
Nov,11,All India,Harvesting,kharif,sunflower,Sunflower
Oct,10,Andhra Pradesh,Sowing,rabi,sunflower,Sunflower
Jan,1,Andhra Pradesh,Harvesting,rabi,sunflower,Sunflower
Oct,10,Karnataka,Sowing,rabi,sunflower,Sunflower
Jan,1,Karnataka,Harvesting,rabi,sunflower,Sunflower
Oct,10,Maharashtra,Sowing,rabi,sunflower,Sunflower
Jan,1,Maharashtra,Harvesting,rabi,sunflower,Sunflower
Oct,10,Tamil Nadu,Sowing,rabi,sunflower,Sunflower
Jan,1,Tamil Nadu,Harvesting,rabi,sunflower,Sunflower
Oct,10,All India,Sowing,rabi,sunflower,Sunflower
Jan,1,All India,Harvesting,rabi,sunflower,Sunflower
Dec,12,Karnataka,Sowing,summer/spring sunflower,/ sunflower,Sunflower
Jan,1,Karnataka,Sowing,summer/spring sunflower,/ sunflower,Sunflower
Mar,3,Karnataka,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
Apr,4,Karnataka,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
Feb,2,Punjab,Sowing,summer/spring sunflower,/ sunflower,Sunflower
Apr,4,Punjab,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
May,5,Punjab,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
Feb,2,West Bengal,Sowing,summer/spring sunflower,/ sunflower,Sunflower
Apr,4,West Bengal,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
May,5,West Bengal,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
Feb,2,All India,Sowing,summer/spring sunflower,/ sunflower,Sunflower
Apr,4,All India,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
May,5,All India,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
Jun,6,Andhra Pradesh,Sowing,kharif,castor,Castor
Jul,7,Andhra Pradesh,Sowing,kharif,castor,Castor
Oct,10,Andhra Pradesh,Harvesting,kharif,castor,Castor
Nov,11,Andhra Pradesh,Harvesting,kharif,castor,Castor
Dec,12,Andhra Pradesh,Harvesting,kharif,castor,Castor
Jul,7,Gujarat,Sowing,kharif,castor,Castor
Aug,8,Gujarat,Sowing,kharif,castor,Castor
Jan,1,Gujarat,Harvesting,kharif,castor,Castor
Feb,2,Gujarat,Harvesting,kharif,castor,Castor
Jul,7,Karnataka,Sowing,kharif,castor,Castor
Aug,8,Karnataka,Sowing,kharif,castor,Castor
Nov,11,Karnataka,Harvesting,kharif,castor,Castor
Dec,12,Karnataka,Harvesting,kharif,castor,Castor
Jul,7,Rajasthan,Sowing,kharif,castor,Castor
Aug,8,Rajasthan,Sowing,kharif,castor,Castor
Jan,1,Rajasthan,Harvesting,kharif,castor,Castor
Feb,2,Rajasthan,Harvesting,kharif,castor,Castor
Jul,7,All India,Sowing,kharif,castor,Castor
Aug,8,All India,Sowing,kharif,castor,Castor
Jan,1,All India,Harvesting,kharif,castor,Castor
Feb,2,All India,Harvesting,kharif,castor,Castor
Oct,10,Andhra Pradesh,Sowing,rabi,safflower,Safflower
Feb,2,Andhra Pradesh,Harvesting,rabi,safflower,Safflower
Oct,10,Karnataka,Sowing,rabi,safflower,Safflower
Feb,2,Karnataka,Harvesting,rabi,safflower,Safflower
Sep,9,Maharashtra,Sowing,rabi,safflower,Safflower
Oct,10,Maharashtra,Sowing,rabi,safflower,Safflower
Feb,2,Maharashtra,Harvesting,rabi,safflower,Safflower
Mar,3,Maharashtra,Harvesting,rabi,safflower,Safflower
Oct,10,All India,Sowing,rabi,safflower,Safflower
Feb,2,All India,Harvesting,rabi,safflower,Safflower
Nov,11,Andhra Pradesh,Sowing,,Mustard/Banarasi Rai,Mustard
Dec,12,Andhra Pradesh,Sowing,,Mustard/Banarasi Rai,Mustard
Nov,11,Assam,Sowing,,Toria,Mustard
Dec,12,Assam,Sowing,,Toria,Mustard
Oct,10,Bihar,Sowing,,Mustard,Mustard
Nov,11,Bihar,Sowing,,Mustard,Mustard
Sep,9,Bihar,Sowing,,Toria,Mustard
Oct,10,Bihar,Sowing,,Toria,Mustard
Oct,10,Bihar,Sowing,,Yellow Sarson,Mustard
Oct,10,Chhattisgarh,Sowing,,Mustard,Mustard
Nov,11,Chhattisgarh,Sowing,,Mustard,Mustard
Sep,9,Chhattisgarh,Sowing,,Toria,Mustard
Oct,10,Delhi,Sowing,,Mustard,Mustard
Nov,11,Delhi,Sowing,,Mustard,Mustard
Sep,9,Delhi,Sowing,,Toria,Mustard
Nov,11,Delhi,Sowing,,Taramira,Mustard
Oct,10,Gujarat,Sowing,,Mustard,Mustard
Oct,10,Gujarat,Sowing,,Yellow Sarson,Mustard
Oct,10,Haryana,Sowing,,Mustard,Mustard
Sep,9,Haryana,Sowing,,Toria,Mustard
Nov,11,Haryana,Sowing,,Taramira,Mustard
Oct,10,Himachal Pradesh,Sowing,,Mustard,Mustard
Nov,11,Himachal Pradesh,Sowing,,Mustard,Mustard
Oct,10,Himachal Pradesh,Sowing,,Brown Sarson,Mustard
Oct,10,Himachal Pradesh,Sowing,,Gobhi Sarson,Mustard
Nov,11,Himachal Pradesh,Sowing,,Gobhi Sarson,Mustard
Oct,10,Jammu & Kashmir,Sowing,,Mustard,Mustard
Nov,11,Jammu & Kashmir,Sowing,,Mustard,Mustard
Oct,10,Jammu & Kashmir,Sowing,,Brown sarson,Mustard
Oct,10,Jharkhand,Sowing,,Mustard,Mustard
Oct,10,Jharkhand,Sowing,,Toria,Mustard
Oct,10,Jharkhand,Sowing,,Yellow Sarson,Mustard
Oct,10,Karnataka,Sowing,,Mustard,Mustard
Oct,10,Madhya Pradesh,Sowing,,Mustard,Mustard
Sep,9,Madhya Pradesh,Sowing,,Toria,Mustard
Nov,11,Manipur,Sowing,,Mustard,Mustard
Oct,10,Manipur,Sowing,,Toria,Mustard
Oct,10,Maharashtra,Sowing,,Mustard,Mustard
Nov,11,Maharashtra,Sowing,,Mustard,Mustard
Oct,10,Odisha,Sowing,,Mustard,Mustard
Nov,11,Odisha,Sowing,,Mustard,Mustard
Oct,10,Odisha,Sowing,,Toria,Mustard
Oct,10,Odisha,Sowing,,Yellow Sarson,Mustard
Oct,10,Punjab,Sowing,,Mustard,Mustard
Nov,11,Punjab,Sowing,,Mustard,Mustard
Sep,9,Punjab,Sowing,,Toria,Mustard
Nov,11,Punjab,Sowing,,Taramira,Mustard
Oct,10,Punjab,Sowing,,Gobhi Sarson,Mustard
Nov,11,Punjab,Sowing,,Gobhi Sarson,Mustard
Oct,10,Punjab,Sowing,,Karan Rai,Mustard
Nov,11,Punjab,Sowing,,Karan Rai,Mustard
Sep,9,Rajasthan,Sowing,,Mustard,Mustard
Oct,10,Rajasthan,Sowing,,Mustard,Mustard
Oct,10,Rajasthan,Sowing,,Taramira,Mustard
Nov,11,Rajasthan,Sowing,,Taramira,Mustard
Oct,10,Uttarakhand,Sowing,,Mustard/Karan Rai,Mustard
Nov,11,Uttarakhand,Sowing,,Mustard/Karan Rai,Mustard
Sep,9,Uttarakhand,Sowing,,Toria,Mustard
Oct,10,Uttarakhand,Sowing,,Yellow Sarson,Mustard
Oct,10,Uttar Pradesh,Sowing,,Mustard,Mustard
Sep,9,Uttar Pradesh,Sowing,,Toria,Mustard
Oct,10,Uttar Pradesh,Sowing,,Yellow Sarson,Mustard
Oct,10,West Bengal,Sowing,,Mustard,Mustard
Oct,10,West Bengal,Sowing,,Toria,Mustard
Nov,11,West Bengal,Sowing,,Toria,Mustard
Oct,10,West Bengal,Sowing,,Yellow Sarson,Mustard
Nov,11,West Bengal,Sowing,,Yellow Sarson,Mustard
Feb,2,Andhra Pradesh,Harvesting,,Mustard/Banarasi Rai,Mustard
Mar,3,Andhra Pradesh,Harvesting,,Mustard/Banarasi Rai,Mustard
Feb,2,Assam,Harvesting,,Toria,Mustard
Mar,3,Assam,Harvesting,,Toria,Mustard
Feb,2,Bihar,Harvesting,,Mustard,Mustard
Mar,3,Bihar,Harvesting,,Mustard,Mustard
Jan,1,Bihar,Harvesting,,Toria,Mustard
Feb,2,Bihar,Harvesting,,Toria,Mustard
Feb,2,Bihar,Harvesting,,Yellow Sarson,Mustard
Mar,3,Bihar,Harvesting,,Yellow Sarson,Mustard
Mar,3,Chhattisgarh,Harvesting,,Mustard,Mustard
Dec,12,Chhattisgarh,Harvesting,,Toria,Mustard
Jan,1,Chhattisgarh,Harvesting,,Toria,Mustard
Feb,2,Delhi,Harvesting,,Mustard,Mustard
Mar,3,Delhi,Harvesting,,Mustard,Mustard
Jan,1,Delhi,Harvesting,,Toria,Mustard
Mar,3,Delhi,Harvesting,,Taramira,Mustard
Feb,2,Gujarat,Harvesting,,Mustard,Mustard
Mar,3,Gujarat,Harvesting,,Mustard,Mustard
Feb,2,Gujarat,Harvesting,,Yellow Sarson,Mustard
Feb,2,Haryana,Harvesting,,Mustard,Mustard
Mar,3,Haryana,Harvesting,,Mustard,Mustard
Dec,12,Haryana,Harvesting,,Toria,Mustard
Jan,1,Haryana,Harvesting,,Toria,Mustard
Mar,3,Haryana,Harvesting,,Taramira,Mustard
Mar,3,Himachal Pradesh,Harvesting,,Mustard,Mustard
Apr,4,Himachal Pradesh,Harvesting,,Mustard,Mustard
Apr,4,Himachal Pradesh,Harvesting,,Brown Sarson,Mustard
Apr,4,Himachal Pradesh,Harvesting,,Gobhi Sarson,Mustard
Mar,3,Jammu & Kashmir,Harvesting,,Mustard,Mustard
Apr,4,Jammu & Kashmir,Harvesting,,Mustard,Mustard
